,fat_100g,carbohydrates_100g,sugars_100g,proteins_100g,salt_100g,energy_100g,reconstructed_energy,g_sum,exceeded,product
20013,8,26,21,2,0.2286,753,788,36,0,"Soy Cream, Vanilla Bean"
20014,8,32,27,2,0.2286,837,890,42,0,Soy Cream
20015,10,30,24,2,0.2032,837,934,42,0,"Soy Cream, Mint Chip"
20016,14,22,22,4,0.127,962,988,40,0,"Super Premium Ice Cream, French Vanilla"
20017,14,21,20,4,0.1143,962,971,39,0,"Super Premium Organic Ice Cream, Chocolate"
20018,16.3,28.26,26.09,3.26,0.10922,1138,1171.54,47.82,0,"Organic Super Ice Cream, Mint Chip"
20019,13,22,21,4,0.127,920,949,39,0,"Organic Super Premium Ice Cream, Coffee"
20020,12,26,25,3,0.1397,962,961,41,0,"Organic Ice Cream, Cherry Pie"
20021,14,25,23,3,0.2159,1004,1022,42,0,"Organic Ice Cream, Candy Bar"
20022,13,27,26,3,0.4572,1046,1017,43,0,"Organic Ice Cream, Salted Caramel Chip"
20023,11,26,22,3,0.1143,920,922,40,0,"Organic Ice Cream, Banana Split"
20024,17.14,25.71,24.76,3.81,0.12192,1276,1170.3,46.66,0,Ice Cream
20025,0,21,18,3,0.0254,335,408,24,0,"Sorbet, Mango Tangerine"
20026,20,24.76,22.86,5.71,0.30226,1393,1297.99,50.47,0,"Super Premium San Francisco's Official Ice Cream, Vanilla, Peanut Butter, Chocolate Chunk"
20027,7.29,22.92,18.75,1.04,0.17272,611,691.63,31.25,0,"Double Rainbow, Sorbet, Coconut"
20028,0,26,19,0,0.0254,418,442,26,0,"Super Premium Sorbet, Lemon"
20029,13.33,23.81,20.95,2.86,0.2286,1038,973.26,40,0,Caramel Ice Cream And Swirls
20030,15.24,22.86,21.9,3.81,0.10922,996,1047.75,41.91,0,Ice Cream
20031,13.33,25.71,24.76,3.81,0.13208,1197,1021.71,42.85,0,Super Premium Ice Cream
20032,14.15,21.7,21.7,3.77,0.13208,987,984.84,39.62,0,"Double Rainbow, Frozen Custard, Original Vanilla"
20033,13.21,24.53,22.64,3.77,0.14478,987,996.29,41.51,0,"Double Rainbow, Custard, Chocolate & Vanilla Malt"
20034,13.21,25.47,23.58,3.77,0.36068,987,1012.27,42.45,0,"Frozen Custard, Sea Salt Caramel"
20035,7.55,24.53,23.58,1.89,0.07112,711,743.59,33.97,0,"Double Rainbow, Frozen Custard And Fruit Ice, Vanilla & Strawberry Lemon"
20036,7.55,26.42,25.47,1.89,0.07112,749,775.72,35.86,0,"Double Rainbow, Frozen Custard And Fruit Ice, Vanilla & Blueberry Pomegranate"
20037,7.55,25.47,25.47,1.89,0.07112,711,759.57,34.91,0,"Double Rainbow, Frozen Custard And Fruit Ice, Vanilla & Mango Tangerine"
20038,7.55,26.42,25.47,1.89,0.07112,749,775.72,35.86,0,"Double Rainbow, Frozen Custard And Fruit Ice, Vanilla & Tart Cherry"
20039,14.29,64.29,3.57,14.29,2.99466,1795,1893.17,92.87,0,Naan Crackers
20040,6.43,10.71,2.14,7.86,0.50546,602,566.46,25,0,Quinoa
20041,4.29,22.14,1.43,5.71,0.49784,669,640.76,32.14,0,Quinoa With Olive Oil
20042,4.29,22.14,1.43,5.71,0.49784,669,640.76,32.14,0,Quinoa With Olive Oil
20043,0.42,5.06,0.84,0.84,0.11684,126,116.68,6.32,0,"Suzie's, Unsweetened Quinoamilk Beverage"
20044,0.42,8.44,4.22,0.84,0.11684,176,174.14,9.7,0,"Suzie's, Quinoa Milk Beverage, Vanilla"
20045,0.42,5.06,0.84,0.84,0.11684,126,116.68,6.32,0,"Suzie's, Quinoamilk, Vanilla"
20046,2.53,6.33,4.22,1.27,0.0762,226,227.87,10.13,0,"Tiger Nut Non Dairy Vegetable Beverage, Spanish Horchata"
20047,0,57.14,0,14.29,0.36322,1314,1214.31,71.43,0,Puffed Cakes
20048,12.8,60.8,0,6.4,2.04724,1607,1641.6,80,0,"Organic Saltines, Salt, Extra Virgin Oil"
20049,12.8,60.8,0,6.4,2.04724,1607,1641.6,80,0,"Organic Saltiness Crackers, Rosemary, Sesame"
20050,0,68.57,0,10.71,0.54356,1523,1347.76,79.28,0,"Suzie's, Thin Cakes Puffed Crackers, Buckwheat, Quinoa & Flax"
20051,8.93,71.43,7.14,10.71,1.94056,1795,1744.65,91.07,0,"Kamut Flatbread, Sesame"
20052,0,38.71,38.71,0,0.1651,674,658.07,38.71,0,Passion Fruit Syrup
20053,0,38.71,38.71,0,0.04064,674,658.07,38.71,0,Pineapple Syrup
20054,0,6.67,3.33,0,1.35382,138,113.39,6.67,0,Bavarian Style Sauerkraut
20056,0,3.33,0,0,1.35382,71,56.61,3.33,0,"Silver Floss, Shredded Sauerkraut"
20057,0,3.33,0,0,1.35382,71,56.61,3.33,0,"Barrel Cured, Shredded Sauerkraut"
20059,0,3.33,0,0,1.35382,71,56.61,3.33,0,Barrel Cured Sauerkraut
20060,3.57,78.57,3.57,10.71,4.08178,1644,1656.99,92.85,0,The Super Pretzels
20061,32.14,57.14,3.57,7.14,0.90678,2243,2346.22,96.42,0,"Kettle Cooked Thicker & Crunchier Potato Chips, Original"
20062,32.14,57.14,3.57,7.14,1.54178,2243,2346.22,96.42,0,"Kettle Cooked Potato Chips, Hot & Spicy Jalapeno"
20063,32.14,53.57,3.57,3.57,0.86106,2243,2224.84,89.28,0,"Kettle Cooked Potato Chips, Hawaiian Sweet Onion"
20064,39.29,46.43,0,7.14,1.905,2389,2443,92.86,0,Thin & Crispy Original Potato Chips
20065,35.71,50,3.57,7.14,2.63144,2243,2364.07,92.85,0,"Potato Chips, Original Bar-B-Q"
20066,35.71,50,0,7.14,1.905,2243,2364.07,92.85,0,Ripped Potato Chips
20067,35.71,50,7.14,7.14,1.17856,2243,2364.07,92.85,0,"Potato Chips, Honey Bar-B-Q"
20068,32.14,53.57,3.57,7.14,2.81178,2243,2285.53,92.85,0,"Wavy Potato Chips, Sour Cream & Onion"
20069,32.14,50,3.57,7.14,3.08356,2243,2224.84,89.28,0,"Wavy Potato Chips, Cheddar & Sour Cream"
20070,35.71,50,3.57,7.14,3.53822,2243,2364.07,92.85,0,"Potato Chips, Salt & Vinegar"
20071,35.71,50,7.14,7.14,1.63322,2243,2364.07,92.85,0,"Snyder Of Berlin, Potato Chips, Sweet 'N Sassy Bbq"
20072,39.29,50,0,7.14,0,2389,2503.69,96.43,0,No Salt Added Potato Chips
20073,39.29,46.43,0,7.14,1.905,2389,2443,92.86,0,Potato Chips
20074,35.71,50,3.57,7.14,2.63144,2243,2364.07,92.85,0,Party Size Potato Chips
20075,60.71,35.71,3.57,3.57,1.22428,2841,3035.45,99.99,0,"Puff-N-Corn, Original"
20076,42.86,50,3.57,3.57,2.72034,2540,2582.23,96.43,0,"Puff-N-Corn, Cheese"
20077,42.86,50,3.57,3.57,2.72034,2540,2582.23,96.43,0,Cheese Curls
20078,42.86,50,3.57,3.57,2.72034,2540,2582.23,96.43,0,Cheese Curls
20079,42.86,50,3.57,3.57,2.72034,2540,2582.23,96.43,0,"Snyder Of Berlin, Cheese Curls"
20080,39.29,50,0,7.14,1.13284,2389,2503.69,96.43,0,Thin & Crispy Original Potato Chips
20081,32.14,50,0,7.14,1.905,2243,2224.84,89.28,0,Crispy & Wavy Potato Chips
20082,32.14,53.57,0,3.57,1.72466,2243,2224.84,89.28,0,Cooked Potato Chips
20083,42.86,42.86,7.14,7.14,2.90322,2389,2521.54,92.86,0,"Snyder Of Berlin, Popcorn, Bursting With Real Cheese"
20084,42.86,42.86,7.14,7.14,2.90322,2389,2521.54,92.86,0,Popcorn
20085,46.43,39.29,3.57,10.71,3.71856,2389,2660.77,96.43,0,"Popcorn, White Cheddar"
20086,42.86,42.86,7.14,7.14,2.90322,2389,2521.54,92.86,0,"Snyder Of Berlin, Pop Corn, Cheese"
20087,16.67,44.44,0,11.11,8.18388,1393,1594.48,72.22,0,Original Chili Seasoning
20088,0,4.96,2.48,0.83,0.67056,105,98.43,5.79,0,Diced Tomatoes With Chili Seasonings In Sauce
20089,0,5.79,3.31,0.83,0.9652,121,112.54,6.62,0,Diced Tomatoes With Chili Seasonings In Sauce
20090,0,8.33,3.33,1.67,1.09982,176,170,10,0,Tomato Sauce With Chilli Seasonings In Sauce
20091,0,8.33,3.33,1.67,1.09982,176,170,10,0,Tomato Sauce With Chili Seasonings
20092,0,29.41,29.41,0,2.39014,494,499.97,29.41,0,Ketchup
20093,0.38,17.69,1.54,4.62,0.7239,385,394.09,22.69,0,"Chili Beans Soup, Hot"
20094,0.38,17.69,1.54,4.62,0.7239,385,394.09,22.69,0,Hot Red Beans In Chili Sauce
20095,0.38,17.69,1.54,4.62,0.7239,385,394.09,22.69,0,"Red Bean In Chili Sauce, Hot"
20096,0.38,15.38,1.54,3.85,0.762,356,341.73,19.61,0,Quick Chili Mix
20097,0.77,17.69,1.54,4.62,0.7239,385,409.3,23.08,0,"Chili Beans, Hot & Spicy"
20098,0.38,17.69,1.54,4.62,0.7239,385,394.09,22.69,0,"Chili Beans, Mild"
20099,0.38,17.69,1.54,4.62,0.7239,385,394.09,22.69,0,"Chili Red Beans In Chili Sauce, Mild"
20100,0.38,17.69,1.54,4.62,0.7239,385,394.09,22.69,0,"Red Beans In Chili Sauce, Mild"
20101,0,3.33,1.67,0.83,0.61468,71,70.72,4.16,0,French Style Green Beans
20102,1.18,16.47,4.71,2.35,0.71628,393,365.96,20,0,Whole Kernel Sweet Corn
20103,0,5.88,0,11.76,10.45972,368,299.88,17.64,0,"Afc Franchise Corp., Reduced Sodium Soy Sauce"
20104,50,50,0,0,0,3138,2800,100,0,"Afc Franchise Corp., Roasted Sesame Seeds"
20106,4.55,18.18,13.64,9.09,7.96544,665,641.04,31.82,0,"Afc Franchise Corp., Tofu Miso Soup"
20107,4.83,23.42,4.46,6.69,1.29286,669,700.24,34.94,0,Cream Cheese Roll Baby Shrimp
20108,5.29,24.69,0,5.88,0.97028,711,726,35.86,0,Cream Cheese Roll Sp Smoked Salmon
20109,8.85,18.58,4.42,6.19,1.12268,741,766.24,33.62,0,Crunchy Roll Sp Baby Shrimp
20111,3.74,10.15,2.14,1.07,0.06858,289,336.6,14.96,0,Vegetable Wrap
20113,15.79,56.14,50.88,7.02,0.84582,1540,1689.53,78.95,0,Jalapeno Peanut Brittle
20116,23.33,13.33,13.33,3.33,0.67818,1255,1193.09,39.99,0,"The Wisconsin Cheeseman, Incredible Spreadables, Cream Cheese With Sweet Hot Peppers, Sweet Hot Peppers"
20117,30,6.67,3.33,6.67,1.69418,1255,1396.78,43.34,0,"The Wisconsin Cheeseman, Cream Cheese & Salad Dressing, Spinach"
20118,33.33,6.67,3.33,6.67,1.44018,1393,1526.65,46.67,0,"The Wisconsin Cheeseman, Incredible Spreadables, Cream Cheese & Salad Dressing With Natural Shrimp Flavor, Shrimp Flavor"
20119,25,62.5,50,4.17,0.74168,1916,2108.39,91.67,0,Cake Bites
20120,21.43,66.67,52.38,4.76,0.30226,1992,2050.08,92.86,0,Cake Bites
20121,26.09,52.17,43.48,4.35,0.66294,1820,1978.35,82.61,0,Cake Bites
20122,25,50,45.83,4.17,0.74168,1916,1895.89,79.17,0,Cake Bites
20123,26.09,52.17,43.48,0,0.60706,1820,1904.4,78.26,0,Cake Bites
20124,24,60,56,4,0.3556,2008,2024,88,0,"Swiss Colony Retail, Handcrafted Gourmet Layer Cakes, Vanilla"
20125,26.32,71.05,68.42,2.63,0.23368,2092,2279.04,100,0,"Swiss Colony Retail Brands, Peppermint Bark Handcrafted Confections"
20126,31.58,63.16,60.53,2.63,0.3683,2201,2350.05,97.37,0,"Swiss Colony Retail Brands, Pumpkin Bark Confections"
20127,33.33,59.26,55.56,3.7,0.23622,2171,2370.19,96.29,0,Carrot Cake
20128,31.03,62.07,55.17,3.45,0.21844,2163,2324.01,96.55,0,Cake Bites
20129,31.03,62.07,55.17,3.45,0.26162,2163,2324.01,96.55,0,Handcrafted Cake Bites
20130,31.03,62.07,55.17,3.45,0.21844,2163,2324.01,96.55,0,Handcrafted Cake Bites
20131,0.1,0.1,0.1,0,0.03,8,5.6,0.2,0,Still water Strawberry
20136,100,0,0,0,0,3760,3900,100,0,Aceite de Coco Orgánico
20140,0,60,0,0,21.336,837,1020,60,0,Brown Gravy Mix
20141,0,71.43,14.29,14.29,10.16,1197,1457.24,85.72,0,Fat Free Vegetarian Gravy Mix
20142,0,100,91.89,0,0,1582,1700,100,0,"Organic Powdered Sugar, All Purpose Natural Sweetener"
20145,0,54.05,27.03,0,42.56278,904,918.85,54.05,0,"Hi-Country, Domestic Meat & Wild Game Jerky Seasoning & Cure"
20146,0,34.48,34.48,0,59.55792,577,586.16,34.48,0,"Hi-Country, Domestic Meat & Wild Game Breakfast Sausage Seasoning, Country Blend"
20149,0.1,1,1,0.1,0.01,25,22.6,1.2,0,Florida pink grapefruit
20150,32.14,21.43,0,35.71,2.35966,2243,2224.84,89.28,0,Crunchy Peal Cheese Snacks
20151,32.14,21.43,0,35.71,2.35966,2243,2224.84,89.28,0,"Mr. Cheese O's, Crunchy Real Cheese Snacks, Cheddar"
20152,32.14,21.43,0,35.71,2.35966,2243,2224.84,89.28,0,Crunchy Real Cheese Snacks
20153,21.43,3.57,0,17.86,0.72644,1197,1200.08,42.86,0,Fresh Mozzarella
20154,21.43,0,0,17.86,0.72644,1197,1139.39,39.29,0,Fresh Mozzarella
20155,10.71,3.57,0,17.86,0.36322,598,782,32.14,0,"Sonoma Creamery, Ricotta Cheese"
20156,25,3.57,0,25,2.72034,1494,1460.69,53.57,0,"Sonoma Creamery, Crumbled Feta Cheese"
20157,9.68,77.42,25.81,6.45,1.1049,1753,1803.31,93.55,0,"Graham Crackers, Honey"
20158,10.7,71.4,0,7.14,3.08,1790,1752.48,89.24,0,Original Style Saltines Crackers
20159,10,73.33,0,6.67,2.87782,1954,1750,90,0,"Harvest, Oyster Crackers"
20160,0.1,4.7,4.7,0.7,0.03,105,95.7,5.5,0,Pomegranate & raspberry juice drink
20161,4.39,0,0,22.81,3.52044,515,558.98,27.2,0,Smoked Nova Salmon
20162,4.39,0,0,22.81,2.67462,515,558.98,27.2,0,"Brooklyn, Smoked Salmon"
20163,4.39,0,0,22.81,3.52044,515,558.98,27.2,0,Smoked Nova Salmon
20164,4.39,0,0,22.81,2.67462,515,558.98,27.2,0,Smoked Nova Salmon
20165,9.09,12.73,9.09,14.55,2.1717,799,818.27,36.37,0,Herring In Wine Sauce
20166,9.09,14.55,9.09,9.09,2.07772,761,756.39,32.73,0,Herring In Cream Sauce
20167,9.09,12.73,9.09,14.55,2.1717,799,818.27,36.37,0,Herring In Dill Sauce
20168,6.96,0,0,25,3.08356,674,696.44,31.96,0,"Verlasso, Smoked Salmon"
20169,2.68,0,0,25,2.72034,523,529.52,27.68,0,Smoked Wild Alaskan Coho Salmon
20170,2.63,0,0,24.56,2.67462,515,520.09,27.19,0,Smoked Wild Alaskan Sockeye Salmon
20171,9.09,12.73,9.09,14.55,2.1717,799,818.27,36.37,0,Herring In Wine Sauce
20172,9.09,14.55,9.09,9.09,2.07772,761,756.39,32.73,0,Herring In Cream Sauce Smoked Seafood
20173,9.09,12.73,9.09,14.55,2.1717,799,818.27,36.37,0,Herring In Dill Marinade
20174,9.09,12.73,9.09,14.55,2.1717,799,818.27,36.37,0,"Blue Hill Bay, Ginger Infused Herring"
20175,25,5.36,3.57,12.5,1.56464,1272,1278.62,42.86,0,Smoked Whitefish Salad
20176,26.79,3.57,0,12.5,2.35966,1343,1318,42.86,0,"Acme Smoked Fish Of Florida, Fresh Smoked Whitefish Salad"
20177,33.93,3.57,1.79,10.71,1.63322,1569,1566.03,48.21,0,"Acme Smoked Fish Of Florida, Smoked Fish Salad"
20178,3.33,57.78,2.22,8.89,0.48006,1209,1263.26,70,0,Ultra Thin Pizza Crust
20179,4,60,4,4,0.508,1255,1244,68,0,Ultra Thin Pizza Crust
20180,3.33,53.33,2.22,8.89,0.45212,1209,1187.61,65.55,0,"Pizza Crust, Ultra Thin"
20181,2.38,21.43,0,38.1,1.57226,1096,1104.83,61.91,0,Protein Ultra Thin Pizza Crust
20183,0,23.68,23.68,0,1.47066,439,402.56,23.68,0,"Duck Sauce, Plum"
20185,32.6,58.8,58.8,7.7,0.21,2356,2401.9,99.1,0,Milk Chocolate Bar
20186,18.92,67.57,59.46,5.41,0.10414,1920,1978.54,91.9,0,"Digennaro, Torrone Nougat Bar, Soft Almond"
20187,0.88,38.6,0.44,1.23,0.01778,703,711.43,40.71,0,Yuca Cassava
20188,0,14.17,11.81,0.79,0.0508,331,254.32,14.96,0,Guanabana (Soursop Pulp)
20189,0,10,9,1,0.0127,188,187,11,0,"Tamarindo, Tamarind Pulp"
20190,1.09,23.91,2.17,3.26,0.08382,456,504.4,28.26,0,Cream Of Corn
20191,0,20.99,1.23,6.17,0.21844,464,461.72,27.16,0,Green Pigeon Peas
20192,10,52.5,0,10,1.0795,1360,1452.5,72.5,0,Dough For Pastries
20193,0,21.54,1.54,3.08,0.74168,418,418.54,24.62,0,Green Pigeon Peas
20194,0,7.14,2.38,1.19,0.06096,151,141.61,8.33,0,Cut Okra
20195,0,7.78,3.33,2.22,0.17018,184,170,10,0,Italian Blend
20196,0,12.5,3.75,2.5,0.20574,259,255,15,0,Soup Mix Vegetables
20197,0,9.24,1.68,0,0,159,157.08,9.24,0,Squash
20198,5.29,24.71,0,3.53,0.04572,690,686.39,33.53,0,Shoestring Potatoes
20199,4.65,23.26,2.33,4.65,1.30048,586,655.82,32.56,0,8 Potato Balls
20200,0,14.12,3.53,3.53,0.03048,297,300.05,17.65,0,Santa Fe Blend
20201,0,5.68,2.27,1.14,0.1016,142,115.94,6.82,0,California Blend
20202,0,4.71,2.35,1.18,0.04572,121,100.13,5.89,0,Steam Easy Broccoli Florets
20203,0,5.88,2.35,1.18,0.06096,121,120.02,7.06,0,Steam Easy California Blend
20204,0,14.12,3.53,2.35,0.06096,297,279.99,16.47,0,Steam Easy Mixed Vegetable
20205,0,11.49,4.6,2.3,0.08636,238,234.43,13.79,0,Steam Easy Peas & Carrots
20206,5.88,8.24,1.18,12.94,0,540,589.38,27.06,0,Edamame
20207,0,13.85,0.77,4.62,0.84074,356,313.99,18.47,0,Red Kidney Beans
20208,0,16.15,0,6.15,0.84074,385,379.1,22.3,0,Black Beans
20209,0.77,15.38,0,5.38,0.68326,356,382.95,21.53,0,Garbanzos Chick Peas
20210,0,13.08,0,4.62,0.74168,289,300.9,17.7,0,Blackeye Peas
20211,0,15.38,0.77,4.62,0.68326,356,340,20,0,Pinto Beans
20212,0,0,0,3.57,0,75,60.69,3.57,0,Pickled Loroco
20213,16.67,2.08,0,12.5,2.43332,870,897.99,31.25,0,Chicken Vienna Sausage In Chicken Stock
20214,0,63.89,2.78,22.22,0.17526,812,1463.87,86.11,0,Red Beans
20215,7.5,70,0,15,0,1569,1737.5,92.5,0,Instant Oats
20216,7.5,70,0,15,0,1569,1737.5,92.5,0,Avena Instant Oats
20217,0.5,79,0,8,0,1485,1498.5,87.5,0,Corn Meal
20218,0,13.85,0,4.62,0.89916,322,313.99,18.47,0,Small Red Beans
20219,0,0,0,0,10.16,0,0,0,0,Salsa Picante Hot Sauce
20220,10,66.67,0,13.33,0.83058,1715,1750,90,0,Tropical Crackers
20222,0.77,15.38,0,5.38,0.68326,356,382.95,21.53,0,Chick Peas
20223,0.88,74.42,0,9.3,0,1431,1457.56,84.6,0,Yellow Wheat
20224,0,87.5,12.5,12.5,0.1905,1883,1700,100,0,Obleas Flour Wafer
20225,2,80,70,0,0.0635,1414,1438,82,0,Guava Paste
20226,0,61.11,2.78,19.44,0.10668,699,1369.35,80.55,0,Pinto Beans
20227,0,52.78,0,22.22,0.03556,812,1275,75,0,Black Eye Peas
20228,0,59.38,0,25,0.04064,916,1434.46,84.38,0,Lentils
20229,9.21,60.53,5.26,21.05,0.09906,770,1746.05,90.79,0,Pink Beans
20230,12.73,64.44,2.22,17.78,0.14224,1021,1894.21,94.95,0,Garbanzos Chickpeas
20231,0,60.53,2.63,23.68,0.13462,770,1431.57,84.21,0,Black Beans
20232,9.21,60.53,5.26,21.05,0.09906,770,1746.05,90.79,0,Roman Beans
20233,2.18,1.67,1.67,16.2,0.9906,377,388.81,20.05,0,Sardines In Tomato Sauce
20234,4.17,3.83,1.83,14.67,1.1303,469,477.13,22.67,0,Sardines In Hot Tomato Sauce
20235,0,57.89,2.63,21.05,0.16764,661,1341.98,78.94,0,Small Red Beans
20236,2.38,76.19,0,7.14,0,1494,1509.43,85.71,0,Long Grain Brown Rice
20237,5.45,1.82,0,25.45,0.71628,607,676.14,32.72,0,Octopus In Vegetable Oil
20238,5.45,1.82,0,25.45,1.3843,686,676.14,32.72,0,Octopus In Garlic Sauce
20239,3.64,1.82,0,18.18,1.20142,456,481.96,23.64,0,Sardines
20240,3.64,1.82,0,18.18,1.20142,456,481.96,23.64,0,White Tuna In Olive Oil
20241,0,81.55,77.25,0,0,1255,1386.35,81.55,0,Bocadillos  Guava Paste
20242,0,3,1,1,2.9972,84,68,4,0,Tender Cactus
20243,28.57,1.79,1.79,10.71,3.67284,1272,1326.73,41.07,0,Luncheon Meat
20245,0,10,0,0,8.128,280,170,10,0,Chipotle Sauce
20254,0,20,20,0,7.112,0,340,20,0,Soy Sauce
20255,0,0,0,0,10.16,0,0,0,0,Louisiana Sauce Salsa
20256,0,0,0,0,5.842,0,0,0,0,Sriracha Sauce
20257,25,60.71,0,3.57,0.13716,2033,2067.76,89.28,0,Plantain Chips
20258,23.33,70,0,3.33,1.73482,2096,2156.48,96.66,0,Salted Cassava Chips
20259,6.67,70,0,6.67,1.18618,1536,1563.52,83.34,0,"Aviva, Soda Crackers"
20260,6.67,70,0,6.67,1.94818,1536,1563.52,83.34,0,Soda Biscuits
20261,5.71,70,0,5.71,1.18364,1531,1509.76,81.42,0,"Aviva, Whole Wheat Soda Crackers"
20262,0,63.89,2.78,22.22,0.17526,0,1463.87,86.11,0,White Beans
20263,32.14,0,0,25,1.63322,1644,1678.46,57.14,0,"Queso De Papa, Mild Longhorn Style Cheddar Cheese"
20264,20,3.33,0,20,1.524,1117,1176.61,43.33,0,Mozzarella Cheese
20265,0.89,0,0,25,14.78534,448,459.71,25.89,0,Alaskan Pollock Fillets
20266,2.21,22.12,19.47,2.65,0.36068,481,507.28,26.98,0,Caramel Flan
20267,1.77,20.35,13.27,2.65,0.2921,444,460.03,24.77,0,Rice Pudding
20268,2.21,22.12,19.47,2.65,0.36068,481,507.28,26.98,0,Caramel Flan
20269,0,28.42,0,1.05,0.00762,464,500.99,29.47,0,Mix Vegetable Dough
20271,0,80,0,0,0,1464,1360,80,0,"Emperor's Kitchen, Organic Kuzu"
20272,0,40,0,0,15.24,837,680,40,0,Wakame And Edible Ocean Plant
20273,0,50,0,0,6.985,1046,850,50,0,Kombu An Edible Ocean Plant
20274,0,40,0,40,0,1674,1360,80,0,Organic Pacific Nori
20275,0,40,0,40,0,1674,1360,80,0,Organic Pacific Sushi Nori
20282,0,20,0,0,14.732,418,340,20,0,"Miso Master, Miso Tamari"
20284,8,10.67,0,4.67,0.9652,531,572.78,23.34,0,Aloo Matar
20285,6.67,14,0,6,1.18618,586,600.13,26.67,0,Organic Dal Makhani
20286,5.33,18,0,4,0.762,556,581.87,27.33,0,"Mother India, Punjabi Chhole"
20287,8.67,34.67,0,9.33,0.99822,1059,1086.13,52.67,0,Chana Masala
20288,0,33.33,0,6.67,0.08382,556,680,40,0,California Peeled Garlic
20289,0,33.33,0,6.67,0.08382,556,680,40,0,Fresh Garlic
20291,0,47.06,35.29,0,0,736,800.02,47.06,0,"Apple Time, Apple Butter"
20292,0,100,100,0,0.635,2092,1700,100,0,Cranberry Cosmos Cocktail Rimming Sugar
20298,25,3.57,3.57,7.14,1.09728,1063,1157.07,35.71,0,"Paysan Breton, The Whipped Cheese"
20299,0,60,20,20,0.254,1255,1360,80,0,Dried Roma Tomatoes
20301,0,0,0,0,0,0,0,0,0,"Super A, Seltzer Water"
20302,0,7.2,1.6,0.8,0.69088,151,136,8,0,Mixed Vegetables
20303,0,3.33,1.67,0.83,0.61468,71,70.72,4.16,0,Cut Green Beans
20304,0,6.67,5,0.83,0.52832,138,127.5,7.5,0,Sliced Beets
20305,0,3.33,1.67,0.83,0.61468,71,70.72,4.16,0,French Style Green Beans
20306,0,4.49,2.25,2.25,0.07112,142,114.58,6.74,0,Broccoli Spears
20307,8.82,27.94,19.12,2.94,0.22352,862,868.94,39.7,0,Ice Cream
20308,8.82,29.41,20.59,2.94,0.29972,862,893.93,41.17,0,Dulce De Leche Ice Cream
20309,10.29,23.53,16.18,2.94,0.22352,862,851.3,36.76,0,Ice Cream
20310,8.82,25,16.18,2.94,0.22352,799,818.96,36.76,0,Ice Cream
20311,10.29,26.47,17.65,2.94,0.2794,925,901.28,39.7,0,Ice Cream
20312,8.82,23.53,16.18,2.94,0.22352,799,793.97,35.29,0,Ice Cream
20313,10.29,25,17.65,2.94,0.22352,862,876.29,38.23,0,Ice Cream
20314,10.29,25,17.65,2.94,0.24384,862,876.29,38.23,0,Ice Cream
20315,8.82,23.53,14.71,2.94,0.22352,736,793.97,35.29,0,Chocolate Ice Cream
20316,13.24,23.53,16.18,4.41,0.26162,983,991.34,41.18,0,Ice Cream
20317,8.82,26.47,19.12,2.94,0.24384,862,843.95,38.23,0,Ice Cream
20320,0,88.89,57.78,0,0,1490,1511.13,88.89,0,Spearmint Leaves
20321,0,93.02,58.14,0,0.11938,1556,1581.34,93.02,0,Candy
20322,0,90.7,55.81,0,0,1460,1541.9,90.7,0,Orange Slices
20323,0,90.7,55.81,0,0,1460,1541.9,90.7,0,Fruit Slices Candy
20324,0,90,60,0,0.15748,1464,1530,90,0,Valentine Juju Mix
20325,0,87.5,67.5,0,0.0635,1464,1487.5,87.5,0,Fruit Jelly Beans
20326,0,87.5,67.5,0,0.0635,1464,1487.5,87.5,0,Spice Jelly Beans
20327,0,80,47.5,5,0.127,1464,1445,85,0,Gummi Cheese Cake
20328,0,77.5,45,5,0.03048,1360,1402.5,82.5,0,
20329,8.82,67.65,38.24,5.88,0.37338,1598,1593.99,82.35,0,"Mayfair, Goetze's, Caramel Creams Candy"
20330,0,86.05,55.81,0,0,1460,1462.85,86.05,0,Cherry Slices Jelly
20331,0,80,50,5,0.03048,1360,1445,85,0,"Mayfair, Sour Gummi Bears"
20332,0,78.57,47.62,0,0.06096,1297,1335.69,78.57,0,"Mayfair, Juju Fish Candy"
20333,5.88,94.12,70.59,0,1.04648,1724,1829.36,100,0,Butterscotch Buttons
20334,0,83.33,83.33,0,0,1393,1416.61,83.33,0,"Mayfair, Candy"
20335,0,100,50,0,0,1046,1700,100,0,Gum Balls
20336,0,79.49,48.72,0,0.06604,1393,1351.33,79.49,0,"Mayfair, Juju Cinnamon Bears Candy"
20337,0,85,62.5,0,0.15748,1464,1445,85,0,Candy Sour Budz
20338,5,75,67.5,2.5,0.127,1569,1512.5,82.5,0,Licorice Allsorts
20339,0,83.33,59.52,0,0,1393,1416.61,83.33,0,Red Fish
20340,15,67.5,47.5,7.5,0.4445,1778,1860,90,0,Greek Yogurt Fruit & Berries
20341,8.33,70,60,3.33,0.04318,1536,1571.48,81.66,0,Tropical Paradise
20342,17.5,75,42.5,5,0.8255,1987,2042.5,97.5,0,Strawberry Yogurt Pretzels
20343,17.5,75,42.5,5,0.8255,1987,2042.5,97.5,0,Yogurt Pretzels
20344,0,90,67.5,0,0,1569,1530,90,0,"Favorites, Chewy Fruity Candy, Cherry Sours"
20345,0,75,47.5,5,0.127,1360,1360,80,0,"Favorites, Peach Rings"
20346,0,71.79,43.59,7.69,0.09652,1289,1351.16,79.48,0,
